PersonId,PersonName,PersonAge,CityId
12528,DTG,26,45
12529,DTH,31,8
12530,DTI,60,41
12531,DTJ,21,61
12532,DTK,23,52
12533,DTL,30,2
12534,DTM,40,35
12535,DTN,43,22
12536,DTO,63,19
12537,DTP,19,55
12538,DTQ,56,78
12539,DTR,59,47
12540,DTS,65,12
12541,DTT,20,17
12542,DTU,20,2
12543,DTV,18,26
12544,DTW,51,30
12545,DTX,21,4
12546,DTY,34,51
12547,DTZ,35,47
12548,DUA,53,64
12549,DUB,38,14
12550,DUC,51,33
12551,DUD,51,31
12552,DUE,22,57
12553,DUF,57,96
12554,DUG,43,36
12555,DUH,57,36
12556,DUI,65,22
12557,DUJ,27,50
12558,DUK,47,47
12559,DUL,20,99
12560,DUM,20,45
12561,DUN,37,58
12562,DUO,27,56
12563,DUP,24,31
12564,DUQ,33,5
12565,DUR,24,67
12566,DUS,37,12
12567,DUT,39,37
12568,DUU,49,24
12569,DUV,38,73
12570,DUW,51,30
12571,DUX,58,74
12572,DUY,23,27
12573,DUZ,31,56
12574,DVA,61,14
12575,DVB,63,97
12576,DVC,46,98
12577,DVD,18,75
12578,DVE,45,13
12579,DVF,18,71
12580,DVG,53,56
12581,DVH,49,48
12582,DVI,19,32
12583,DVJ,29,78
12584,DVK,28,13
12585,DVL,57,33
12586,DVM,34,57
12587,DVN,58,16
12588,DVO,33,46
12589,DVP,21,29
12590,DVQ,61,17
12591,DVR,49,51
12592,DVS,41,8
12593,DVT,38,66
12594,DVU,18,25
12595,DVV,51,39
12596,DVW,28,14
12597,DVX,18,97
12598,DVY,46,89
12599,DVZ,32,40
12600,DWA,60,15
12601,DWB,22,47
12602,DWC,35,19
12603,DWD,26,87
12604,DWE,44,84
12605,DWF,19,81
12606,DWG,22,93
12607,DWH,38,70
12608,DWI,59,94
12609,DWJ,60,72
12610,DWK,22,56
12611,DWL,31,76
12612,DWM,53,17
12613,DWN,52,68
12614,DWO,53,27
12615,DWP,23,50
12616,DWQ,27,93
12617,DWR,44,95
12618,DWS,23,69
12619,DWT,31,42
12620,DWU,53,85
12621,DWV,44,61
12622,DWW,44,21
12623,DWX,51,27
12624,DWY,22,50
12625,DWZ,42,52
12626,DXA,33,41
12627,DXB,64,90
12628,DXC,25,47
12629,DXD,36,99
12630,DXE,19,88
12631,DXF,21,4
12632,DXG,18,53
12633,DXH,42,28
12634,DXI,34,50
12635,DXJ,42,75
12636,DXK,37,60
12637,DXL,43,90
12638,DXM,49,90
12639,DXN,45,48
12640,DXO,19,52
12641,DXP,64,5
12642,DXQ,58,85
12643,DXR,64,18
12644,DXS,28,49
12645,DXT,62,78
12646,DXU,18,79
12647,DXV,51,97
12648,DXW,35,10
12649,DXX,53,83
12650,DXY,57,69
12651,DXZ,32,20
12652,DYA,62,63
12653,DYB,46,23
12654,DYC,35,40
12655,DYD,44,54
12656,DYE,54,85
12657,DYF,18,16
12658,DYG,52,37
12659,DYH,45,67
12660,DYI,45,35
12661,DYJ,23,31
12662,DYK,46,44
12663,DYL,27,8
12664,DYM,50,29
12665,DYN,58,65
12666,DYO,65,47
12667,DYP,35,75
12668,DYQ,52,61
12669,DYR,39,23
12670,DYS,43,18
12671,DYT,43,28
12672,DYU,61,41
12673,DYV,47,4
12674,DYW,62,65
12675,DYX,42,42
12676,DYY,33,44
12677,DYZ,62,17
12678,DZA,61,91
12679,DZB,39,9
12680,DZC,53,42
12681,DZD,46,3
12682,DZE,55,59
12683,DZF,29,84
12684,DZG,35,2
12685,DZH,55,86
12686,DZI,31,51
12687,DZJ,62,68
12688,DZK,56,49
12689,DZL,54,10
12690,DZM,45,33
12691,DZN,27,52
12692,DZO,25,31
12693,DZP,45,52
12694,DZQ,46,58
12695,DZR,63,32
12696,DZS,25,24
12697,DZT,45,58
12698,DZU,38,52
12699,DZV,45,39
12700,DZW,64,61
12701,DZX,19,55
12702,DZY,31,27
12703,DZZ,65,49
12704,EAA,52,74
12705,EAB,47,28
12706,EAC,46,63
12707,EAD,55,15
12708,EAE,19,34
12709,EAF,30,14
12710,EAG,27,75
12711,EAH,26,3
12712,EAI,63,84
12713,EAJ,28,9
12714,EAK,42,5
12715,EAL,23,22
12716,EAM,47,96
12717,EAN,42,53
12718,EAO,35,2
12719,EAP,39,78
12720,EAQ,27,38
12721,EAR,56,10
12722,EAS,47,60
12723,EAT,49,17
12724,EAU,49,65
12725,EAV,39,76
12726,EAW,58,23
12727,EAX,59,87
12728,EAY,35,94
12729,EAZ,23,60
12730,EBA,23,48
12731,EBB,52,6
12732,EBC,46,56
12733,EBD,32,58
12734,EBE,45,65
12735,EBF,23,67
12736,EBG,62,76
12737,EBH,65,79
12738,EBI,58,70
12739,EBJ,54,16
12740,EBK,38,22
12741,EBL,41,30
12742,EBM,40,57
12743,EBN,54,8
12744,EBO,50,48
12745,EBP,64,33
12746,EBQ,20,31
12747,EBR,20,67
12748,EBS,24,64
12749,EBT,47,77
12750,EBU,61,31
12751,EBV,42,29
12752,EBW,48,72
12753,EBX,25,58
12754,EBY,52,80
12755,EBZ,21,52
12756,ECA,46,56
12757,ECB,23,99
12758,ECC,30,74
12759,ECD,32,23
12760,ECE,30,52
12761,ECF,30,57
12762,ECG,65,78
12763,ECH,36,20
12764,ECI,46,12
12765,ECJ,63,86
12766,ECK,23,10
12767,ECL,56,16
12768,ECM,45,18
12769,ECN,30,2
12770,ECO,35,24
12771,ECP,33,37
12772,ECQ,25,61
12773,ECR,23,76
12774,ECS,42,10
12775,ECT,23,53
12776,ECU,43,37
12777,ECV,45,88
12778,ECW,50,68
12779,ECX,31,50
12780,ECY,40,30
12781,ECZ,31,45
12782,EDA,22,90
12783,EDB,60,12
12784,EDC,55,31
12785,EDD,54,49
12786,EDE,20,76
12787,EDF,57,37
12788,EDG,40,32
12789,EDH,54,96
12790,EDI,30,56
12791,EDJ,55,15
12792,EDK,59,4
12793,EDL,39,78
12794,EDM,44,37
12795,EDN,44,41
12796,EDO,64,55
12797,EDP,36,76
12798,EDQ,44,32
12799,EDR,62,3
12800,EDS,35,28
12801,EDT,43,89
12802,EDU,29,19
12803,EDV,43,23
12804,EDW,36,92
12805,EDX,64,97
12806,EDY,60,42
12807,EDZ,48,70
12808,EEA,21,23
12809,EEB,45,16
12810,EEC,59,53
12811,EED,52,11
12812,EEE,40,12
12813,EEF,51,80
12814,EEG,40,9
12815,EEH,64,94
12816,EEI,27,7
12817,EEJ,23,42
12818,EEK,46,76
12819,EEL,29,19
12820,EEM,52,96
12821,EEN,41,30
12822,EEO,37,31
12823,EEP,53,22
12824,EEQ,20,78
12825,EER,29,18
12826,EES,49,16
12827,EET,27,82
12828,EEU,53,66
12829,EEV,22,19
12830,EEW,42,6
12831,EEX,55,46
12832,EEY,64,20
12833,EEZ,22,56
12834,EFA,18,20
12835,EFB,23,89
12836,EFC,47,76
12837,EFD,18,16
12838,EFE,21,23
12839,EFF,61,41
12840,EFG,62,94
12841,EFH,50,13
12842,EFI,57,8
12843,EFJ,42,27
12844,EFK,24,24
12845,EFL,64,39
12846,EFM,64,45
12847,EFN,21,85
12848,EFO,35,92
12849,EFP,24,55
12850,EFQ,33,22
12851,EFR,23,74
12852,EFS,30,44
12853,EFT,23,44
12854,EFU,31,67
12855,EFV,53,22
12856,EFW,54,77
12857,EFX,62,81
12858,EFY,30,63
12859,EFZ,42,88
12860,EGA,23,59
12861,EGB,42,28
12862,EGC,38,26
12863,EGD,31,56
12864,EGE,37,67
12865,EGF,62,63
12866,EGG,48,30
12867,EGH,61,3
12868,EGI,62,18
12869,EGJ,21,40
12870,EGK,52,57
12871,EGL,49,37
12872,EGM,59,90
12873,EGN,58,70
12874,EGO,45,66
12875,EGP,57,50
12876,EGQ,44,57
12877,EGR,36,71
12878,EGS,37,39
12879,EGT,27,32
12880,EGU,22,89
12881,EGV,30,54
12882,EGW,40,6
12883,EGX,19,20
12884,EGY,49,62
12885,EGZ,28,52
12886,EHA,47,39
12887,EHB,47,51
12888,EHC,41,93
12889,EHD,31,51
12890,EHE,53,84
12891,EHF,43,68
12892,EHG,57,54
12893,EHH,62,48
12894,EHI,58,84
12895,EHJ,24,12
12896,EHK,33,85
12897,EHL,35,3
12898,EHM,43,34
12899,EHN,65,50
12900,EHO,59,17
12901,EHP,61,52
12902,EHQ,56,94
12903,EHR,51,44
12904,EHS,63,43
12905,EHT,58,15
12906,EHU,49,83
12907,EHV,35,39
12908,EHW,45,70
12909,EHX,61,62
12910,EHY,65,25
12911,EHZ,49,49
12912,EIA,49,9
12913,EIB,19,76
12914,EIC,43,41
12915,EID,37,31
12916,EIE,24,49
12917,EIF,55,80
12918,EIG,40,3
12919,EIH,60,43
12920,EII,56,34
12921,EIJ,22,78
12922,EIK,39,14
12923,EIL,39,94
12924,EIM,52,90
12925,EIN,40,99
12926,EIO,38,73
12927,EIP,34,30
12928,EIQ,48,64
12929,EIR,22,10
12930,EIS,23,39
12931,EIT,46,34
12932,EIU,35,71
12933,EIV,31,27
12934,EIW,50,17
12935,EIX,24,49
12936,EIY,22,94
12937,EIZ,28,54
12938,EJA,48,97
12939,EJB,55,43
12940,EJC,31,67
12941,EJD,43,10
12942,EJE,51,57
12943,EJF,25,49
12944,EJG,54,22
12945,EJH,59,96
12946,EJI,58,19
12947,EJJ,20,51
12948,EJK,55,12
12949,EJL,44,35
12950,EJM,65,90
12951,EJN,40,73
12952,EJO,59,48
12953,EJP,25,88
12954,EJQ,27,67
12955,EJR,55,92
12956,EJS,22,24
12957,EJT,51,43
12958,EJU,30,21
12959,EJV,52,60
12960,EJW,19,92
12961,EJX,56,89
12962,EJY,65,14
12963,EJZ,55,67
12964,EKA,59,14
12965,EKB,61,2
12966,EKC,18,14
12967,EKD,46,57
12968,EKE,53,54
12969,EKF,56,86
12970,EKG,27,47
12971,EKH,55,45
12972,EKI,52,85
12973,EKJ,25,87
12974,EKK,47,30
12975,EKL,30,85
12976,EKM,27,73
12977,EKN,40,65
12978,EKO,27,51
12979,EKP,40,78
12980,EKQ,29,58
12981,EKR,42,68
12982,EKS,27,52
12983,EKT,23,71
12984,EKU,60,30
12985,EKV,21,58
12986,EKW,27,5
12987,EKX,54,37
12988,EKY,52,40
12989,EKZ,30,55
12990,ELA,35,67
12991,ELB,28,52
12992,ELC,54,28
12993,ELD,56,2
12994,ELE,25,83
12995,ELF,32,44
12996,ELG,40,91
12997,ELH,21,82
12998,ELI,56,33
12999,ELJ,51,93
13000,ELK,56,47
13001,ELL,47,72
13002,ELM,61,96
13003,ELN,20,19
13004,ELO,19,64
13005,ELP,58,26
13006,ELQ,44,97
13007,ELR,58,13
13008,ELS,23,84
13009,ELT,25,30
13010,ELU,52,19
13011,ELV,20,50
13012,ELW,63,95
13013,ELX,46,35
13014,ELY,27,24
13015,ELZ,64,16
13016,EMA,20,15
13017,EMB,56,38
13018,EMC,64,7
13019,EMD,46,25
13020,EME,21,22
13021,EMF,60,2
13022,EMG,61,13
13023,EMH,28,44
13024,EMI,62,30
13025,EMJ,19,39
13026,EMK,64,11
13027,EML,22,31
13028,EMM,25,91
13029,EMN,47,93
13030,EMO,20,62
13031,EMP,42,45
13032,EMQ,23,50
13033,EMR,31,76
13034,EMS,60,38
13035,EMT,56,44
13036,EMU,21,10
13037,EMV,44,60
13038,EMW,37,61
13039,EMX,25,25
13040,EMY,59,4
13041,EMZ,31,48
13042,ENA,31,18
13043,ENB,33,47
13044,ENC,31,61
13045,END,39,58
13046,ENE,37,97
13047,ENF,31,91
13048,ENG,21,29
13049,ENH,38,70
13050,ENI,19,35
13051,ENJ,37,39
13052,ENK,30,87
13053,ENL,30,2
13054,ENM,50,18
13055,ENN,56,92
13056,ENO,49,34
13057,ENP,38,83
13058,ENQ,63,96
13059,ENR,33,25
13060,ENS,53,45
13061,ENT,54,45
13062,ENU,36,97
13063,ENV,37,16
13064,ENW,31,79
13065,ENX,45,53
13066,ENY,63,48
13067,ENZ,20,31
13068,EOA,46,3
13069,EOB,48,36
13070,EOC,57,3
13071,EOD,34,9
13072,EOE,30,81
13073,EOF,53,96
13074,EOG,61,48
13075,EOH,57,25
13076,EOI,52,32
13077,EOJ,25,88
13078,EOK,30,13
13079,EOL,20,65
13080,EOM,44,83
13081,EON,28,28
13082,EOO,41,44
13083,EOP,46,19
13084,EOQ,25,64
13085,EOR,23,94
13086,EOS,22,8
13087,EOT,22,3
13088,EOU,20,57
13089,EOV,34,91
13090,EOW,61,68
13091,EOX,59,17
13092,EOY,38,34
13093,EOZ,58,22
13094,EPA,28,94
13095,EPB,57,60
13096,EPC,40,1
13097,EPD,37,94
13098,EPE,49,88
13099,EPF,24,83
13100,EPG,19,44
13101,EPH,53,20
13102,EPI,28,37
13103,EPJ,18,55
13104,EPK,60,4
13105,EPL,64,44
13106,EPM,39,49
13107,EPN,23,72
13108,EPO,65,57
13109,EPP,31,96
13110,EPQ,22,19
13111,EPR,59,11
13112,EPS,21,50
13113,EPT,19,66
13114,EPU,43,49
13115,EPV,48,61
13116,EPW,55,19
13117,EPX,20,38
13118,EPY,58,62
13119,EPZ,48,76
13120,EQA,35,12
13121,EQB,20,62
13122,EQC,35,65
13123,EQD,22,2
13124,EQE,42,5
13125,EQF,25,10
13126,EQG,40,47
13127,EQH,32,52
13128,EQI,22,69
13129,EQJ,20,12
13130,EQK,37,72
13131,EQL,31,68
13132,EQM,42,45
13133,EQN,29,80
13134,EQO,59,3
13135,EQP,63,63
13136,EQQ,35,28
13137,EQR,20,62
13138,EQS,35,33
13139,EQT,65,30
13140,EQU,31,6
13141,EQV,58,18
13142,EQW,37,23
13143,EQX,58,72
13144,EQY,40,61
13145,EQZ,49,47
13146,ERA,53,66
13147,ERB,33,46
13148,ERC,30,20
13149,ERD,58,89
13150,ERE,53,99
13151,ERF,30,18
13152,ERG,63,6
13153,ERH,56,87
13154,ERI,54,53
13155,ERJ,48,98
13156,ERK,18,61
13157,ERL,65,88
13158,ERM,46,73
13159,ERN,42,86
13160,ERO,33,57
13161,ERP,57,77
13162,ERQ,53,98
13163,ERR,59,79
13164,ERS,24,54
13165,ERT,29,86
13166,ERU,33,19
13167,ERV,41,76
13168,ERW,52,7
13169,ERX,24,58
13170,ERY,26,64
13171,ERZ,26,33
13172,ESA,19,13
13173,ESB,27,49
13174,ESC,30,65
13175,ESD,28,94
13176,ESE,60,68
13177,ESF,56,57
13178,ESG,54,33
13179,ESH,52,12
13180,ESI,60,24
13181,ESJ,38,81
13182,ESK,40,51
13183,ESL,22,93
13184,ESM,59,33
13185,ESN,60,66
13186,ESO,49,33
13187,ESP,44,97
13188,ESQ,38,88
13189,ESR,61,68
13190,ESS,62,78
13191,EST,57,13
13192,ESU,31,5
13193,ESV,33,88
13194,ESW,18,27
13195,ESX,65,17
13196,ESY,45,98
13197,ESZ,24,66
13198,ETA,30,1
13199,ETB,65,50
13200,ETC,60,24
13201,ETD,64,25
13202,ETE,53,42
13203,ETF,41,48
13204,ETG,40,92
13205,ETH,27,95
13206,ETI,56,14
13207,ETJ,48,55
13208,ETK,20,85
13209,ETL,56,74
13210,ETM,47,56
13211,ETN,24,41
13212,ETO,53,66
13213,ETP,64,40
13214,ETQ,49,40
13215,ETR,22,55
13216,ETS,34,53
13217,ETT,42,81
13218,ETU,56,43
13219,ETV,24,84
13220,ETW,45,4
13221,ETX,47,12
13222,ETY,28,49
13223,ETZ,40,51
13224,EUA,65,88
13225,EUB,25,28
13226,EUC,30,7
13227,EUD,62,25
13228,EUE,28,71
13229,EUF,56,23
13230,EUG,56,77
13231,EUH,26,91
13232,EUI,65,25
13233,EUJ,52,87
13234,EUK,26,62
13235,EUL,49,77
13236,EUM,37,25
13237,EUN,59,10
13238,EUO,33,35
13239,EUP,60,61
13240,EUQ,30,17
13241,EUR,64,32
13242,EUS,38,97
13243,EUT,43,39
13244,EUU,51,2
13245,EUV,25,55
13246,EUW,25,28
13247,EUX,34,28
13248,EUY,36,42
13249,EUZ,30,38
13250,EVA,34,82
13251,EVB,29,33
13252,EVC,46,92
13253,EVD,18,50
13254,EVE,61,87
13255,EVF,55,18
13256,EVG,23,14
13257,EVH,37,81
13258,EVI,29,83
13259,EVJ,46,7
13260,EVK,56,96
13261,EVL,28,59
13262,EVM,50,32
13263,EVN,60,29
13264,EVO,61,64
13265,EVP,34,92
13266,EVQ,27,54
13267,EVR,37,59
13268,EVS,65,40
13269,EVT,40,16
13270,EVU,65,77
13271,EVV,46,56
13272,EVW,52,96
13273,EVX,54,31
13274,EVY,36,78
13275,EVZ,35,7
13276,EWA,32,65
13277,EWB,42,4
13278,EWC,48,53
13279,EWD,42,65
13280,EWE,30,42
13281,EWF,43,41
13282,EWG,51,58
13283,EWH,54,94
13284,EWI,49,84
13285,EWJ,40,75
13286,EWK,60,47
13287,EWL,39,53
13288,EWM,46,38
13289,EWN,64,93
13290,EWO,19,25
13291,EWP,61,49
13292,EWQ,57,16
13293,EWR,43,86
13294,EWS,21,84
13295,EWT,49,88
13296,EWU,36,42
13297,EWV,21,99
13298,EWW,62,93
13299,EWX,60,84
13300,EWY,50,35
13301,EWZ,36,63
13302,EXA,23,78
13303,EXB,48,36
13304,EXC,33,61
13305,EXD,59,82
13306,EXE,64,8
13307,EXF,25,36
13308,EXG,65,71
13309,EXH,19,75
13310,EXI,43,96
13311,EXJ,41,88
13312,EXK,46,47
13313,EXL,37,97
13314,EXM,48,41
13315,EXN,52,14
13316,EXO,62,34
13317,EXP,44,97
13318,EXQ,64,6
13319,EXR,43,74
13320,EXS,20,3
13321,EXT,65,7
13322,EXU,22,44
13323,EXV,29,23
13324,EXW,32,44
13325,EXX,34,8
13326,EXY,58,35
13327,EXZ,22,57
13328,EYA,22,17
13329,EYB,22,59
13330,EYC,35,80
13331,EYD,26,76
13332,EYE,45,89
13333,EYF,53,35
13334,EYG,61,10
13335,EYH,32,35
13336,EYI,47,88
13337,EYJ,45,19
13338,EYK,39,68
13339,EYL,31,3
13340,EYM,43,84
13341,EYN,33,56
13342,EYO,58,57
13343,EYP,20,21
13344,EYQ,24,38
13345,EYR,29,94
13346,EYS,63,95
13347,EYT,33,3
13348,EYU,56,82
13349,EYV,37,63
13350,EYW,23,81
13351,EYX,36,94
13352,EYY,46,81
13353,EYZ,46,86
13354,EZA,46,80
13355,EZB,53,35
13356,EZC,45,19
13357,EZD,25,98
13358,EZE,31,49
13359,EZF,40,4
13360,EZG,59,25
13361,EZH,56,14
13362,EZI,28,55
13363,EZJ,44,12
13364,EZK,65,31
13365,EZL,52,31
13366,EZM,43,64
13367,EZN,48,19
13368,EZO,44,16
13369,EZP,61,18
13370,EZQ,36,64
13371,EZR,18,37
13372,EZS,50,39
13373,EZT,61,53
13374,EZU,55,54
13375,EZV,29,13
13376,EZW,46,52
13377,EZX,54,1
13378,EZY,59,82
13379,EZZ,34,28
13380,FAA,55,77
13381,FAB,61,76
13382,FAC,64,97
13383,FAD,20,77
13384,FAE,45,94
13385,FAF,53,1
13386,FAG,40,81
13387,FAH,20,98
13388,FAI,41,88
13389,FAJ,31,67
13390,FAK,33,64
13391,FAL,59,91
13392,FAM,56,25
13393,FAN,64,69
13394,FAO,32,86
13395,FAP,65,72
13396,FAQ,23,86
13397,FAR,47,61
13398,FAS,19,40
13399,FAT,25,67
13400,FAU,20,20
13401,FAV,30,35
13402,FAW,19,91
13403,FAX,40,13
13404,FAY,21,37
13405,FAZ,33,17
13406,FBA,60,57
13407,FBB,57,26
13408,FBC,31,70
13409,FBD,63,45
13410,FBE,25,17
13411,FBF,25,13
13412,FBG,26,62
13413,FBH,41,72
13414,FBI,43,55
13415,FBJ,43,15
13416,FBK,24,42
13417,FBL,18,26
13418,FBM,18,16
13419,FBN,25,68
13420,FBO,59,12
13421,FBP,59,69
13422,FBQ,55,63
13423,FBR,50,99
13424,FBS,53,2
13425,FBT,41,56
13426,FBU,40,12
13427,FBV,34,61
13428,FBW,47,22
13429,FBX,20,44
13430,FBY,65,62
13431,FBZ,21,86
13432,FCA,25,66
13433,FCB,63,49
13434,FCC,28,17
13435,FCD,28,68
13436,FCE,24,20
13437,FCF,42,10
13438,FCG,23,92
13439,FCH,58,65
13440,FCI,62,4
13441,FCJ,27,90
13442,FCK,34,25
13443,FCL,36,46
13444,FCM,58,24
13445,FCN,18,68
13446,FCO,59,17
13447,FCP,19,23
13448,FCQ,35,29
13449,FCR,20,95
13450,FCS,45,97
13451,FCT,55,62
13452,FCU,31,23
13453,FCV,65,32
13454,FCW,45,89
13455,FCX,45,64
13456,FCY,51,72
13457,FCZ,58,49
13458,FDA,29,2
13459,FDB,56,10
13460,FDC,26,8
13461,FDD,18,64
13462,FDE,63,52
13463,FDF,28,87
13464,FDG,64,71
13465,FDH,20,94
13466,FDI,33,20
13467,FDJ,45,10
13468,FDK,37,26
13469,FDL,63,9
13470,FDM,50,22
13471,FDN,36,27
13472,FDO,49,53
13473,FDP,29,32
13474,FDQ,24,98
13475,FDR,46,1
13476,FDS,48,3
13477,FDT,45,65
13478,FDU,34,39
13479,FDV,39,11
13480,FDW,41,14
13481,FDX,18,36
13482,FDY,51,23
13483,FDZ,41,68
13484,FEA,31,62
13485,FEB,55,77
13486,FEC,55,91
13487,FED,55,75
13488,FEE,25,27
13489,FEF,52,42
13490,FEG,51,63
13491,FEH,29,61
13492,FEI,65,80
13493,FEJ,62,56
13494,FEK,60,2
13495,FEL,52,86
13496,FEM,30,42
13497,FEN,50,13
13498,FEO,53,98
13499,FEP,21,50
13500,FEQ,41,79
13501,FER,65,36
13502,FES,45,9
13503,FET,21,8
13504,FEU,52,38
13505,FEV,45,65
13506,FEW,36,87
13507,FEX,40,76
13508,FEY,38,83
13509,FEZ,46,97
13510,FFA,60,81
13511,FFB,21,89
13512,FFC,48,16
13513,FFD,55,13
13514,FFE,48,54
13515,FFF,62,28
13516,FFG,60,36
13517,FFH,25,18
13518,FFI,19,3
13519,FFJ,19,11
13520,FFK,53,89
13521,FFL,63,94
13522,FFM,27,87
13523,FFN,27,32
13524,FFO,19,38
13525,FFP,59,38
13526,FFQ,23,94
13527,FFR,64,50
13528,FFS,58,3
13529,FFT,20,24
13530,FFU,32,70
13531,FFV,43,57
13532,FFW,40,55
13533,FFX,37,87
13534,FFY,40,93
13535,FFZ,28,42
13536,FGA,49,63
13537,FGB,34,34
13538,FGC,63,24
13539,FGD,24,40
13540,FGE,20,26
13541,FGF,31,85
13542,FGG,65,1
13543,FGH,20,6
13544,FGI,58,63
13545,FGJ,53,1
13546,FGK,47,3
13547,FGL,44,57
13548,FGM,43,9
13549,FGN,21,1
13550,FGO,42,19
13551,FGP,32,34
13552,FGQ,60,72
13553,FGR,56,54
13554,FGS,50,33
13555,FGT,46,43
13556,FGU,24,82
13557,FGV,37,75
13558,FGW,32,45
13559,FGX,49,83
13560,FGY,59,85
13561,FGZ,52,57
13562,FHA,34,3
13563,FHB,41,77
13564,FHC,50,94
13565,FHD,61,33
13566,FHE,39,96
13567,FHF,52,55
13568,FHG,31,16
13569,FHH,64,83
13570,FHI,18,20
13571,FHJ,19,10
13572,FHK,27,51
13573,FHL,51,25
13574,FHM,22,13
13575,FHN,61,96
13576,FHO,46,2
13577,FHP,18,63
13578,FHQ,50,68
13579,FHR,52,64
13580,FHS,26,19
13581,FHT,53,23
13582,FHU,49,16
13583,FHV,43,24
13584,FHW,29,75
13585,FHX,61,1
13586,FHY,53,95
13587,FHZ,46,71
13588,FIA,38,58
13589,FIB,57,94
13590,FIC,40,51
13591,FID,28,88
13592,FIE,23,44
13593,FIF,23,54
13594,FIG,54,69
13595,FIH,51,71
13596,FII,35,41
13597,FIJ,21,16
13598,FIK,33,49
13599,FIL,19,24
13600,FIM,46,65
13601,FIN,19,66
13602,FIO,47,48
13603,FIP,19,23
13604,FIQ,33,16
13605,FIR,47,54
13606,FIS,24,27
13607,FIT,25,95
13608,FIU,49,14
13609,FIV,50,68
13610,FIW,45,84
13611,FIX,47,44
13612,FIY,49,37
13613,FIZ,41,14
13614,FJA,51,13
13615,FJB,39,43
13616,FJC,50,50
13617,FJD,28,64
13618,FJE,60,10
13619,FJF,39,58
13620,FJG,50,93
13621,FJH,62,88
13622,FJI,63,79
13623,FJJ,51,56
13624,FJK,51,65
13625,FJL,24,67
13626,FJM,55,8
13627,FJN,41,92
13628,FJO,23,9
13629,FJP,62,42
13630,FJQ,34,75
13631,FJR,33,37
13632,FJS,44,9
13633,FJT,52,24
13634,FJU,30,42
13635,FJV,22,32
13636,FJW,25,10
13637,FJX,22,46
13638,FJY,47,92
13639,FJZ,43,18
13640,FKA,40,20
13641,FKB,25,1
13642,FKC,50,54
13643,FKD,58,20
13644,FKE,51,97
13645,FKF,38,84
13646,FKG,35,27
13647,FKH,44,61
13648,FKI,28,84
13649,FKJ,57,2
13650,FKK,32,49
13651,FKL,26,76
13652,FKM,60,26
13653,FKN,50,69
13654,FKO,55,3
13655,FKP,24,40
13656,FKQ,19,31
13657,FKR,24,25
13658,FKS,61,52
13659,FKT,62,89
13660,FKU,41,86
13661,FKV,21,91
13662,FKW,44,38
13663,FKX,55,75
13664,FKY,64,30
13665,FKZ,45,77
13666,FLA,35,83
13667,FLB,52,75
13668,FLC,54,19
13669,FLD,28,45
13670,FLE,37,30
13671,FLF,43,7
13672,FLG,31,71
13673,FLH,46,28
13674,FLI,20,45
13675,FLJ,62,63
13676,FLK,58,40
13677,FLL,18,51
13678,FLM,40,55
13679,FLN,41,5
13680,FLO,35,31
13681,FLP,62,31
13682,FLQ,23,71
13683,FLR,47,46
13684,FLS,31,36
13685,FLT,64,59
13686,FLU,37,61
13687,FLV,65,8
13688,FLW,51,66
13689,FLX,44,41
13690,FLY,35,83
13691,FLZ,55,78
13692,FMA,59,46
13693,FMB,64,42
13694,FMC,55,97
13695,FMD,41,3
13696,FME,23,4
13697,FMF,25,1
13698,FMG,45,37
13699,FMH,29,79
13700,FMI,50,89
13701,FMJ,56,2
13702,FMK,35,38
13703,FML,30,40
13704,FMM,41,84
13705,FMN,51,8
13706,FMO,44,64
13707,FMP,42,43
13708,FMQ,25,26
13709,FMR,52,87
13710,FMS,61,18
13711,FMT,22,58
13712,FMU,58,76
13713,FMV,39,57
13714,FMW,35,22
13715,FMX,40,66
13716,FMY,22,82
13717,FMZ,21,62
13718,FNA,56,73
13719,FNB,40,71
13720,FNC,47,58
13721,FND,44,61
13722,FNE,50,18
13723,FNF,40,67
13724,FNG,36,15
13725,FNH,46,45
13726,FNI,40,77
13727,FNJ,46,96
13728,FNK,49,84
13729,FNL,43,35
13730,FNM,62,96
13731,FNN,55,97
13732,FNO,43,66
13733,FNP,21,3
13734,FNQ,49,72
13735,FNR,41,22
13736,FNS,27,68
13737,FNT,18,45
13738,FNU,53,69
13739,FNV,48,5
13740,FNW,24,13
13741,FNX,28,46
13742,FNY,50,69
13743,FNZ,64,17
13744,FOA,55,92
13745,FOB,55,47
13746,FOC,31,54
13747,FOD,50,12
13748,FOE,64,11
13749,FOF,46,43
13750,FOG,23,99
13751,FOH,25,95
13752,FOI,39,58
13753,FOJ,55,69
13754,FOK,48,61
13755,FOL,49,25
13756,FOM,56,11
13757,FON,26,79
13758,FOO,63,63
13759,FOP,47,25
13760,FOQ,26,8
13761,FOR,58,11
13762,FOS,27,12
13763,FOT,59,87
13764,FOU,33,14
13765,FOV,21,64
13766,FOW,51,11
13767,FOX,65,64
13768,FOY,59,88
13769,FOZ,32,11
13770,FPA,42,15
13771,FPB,19,49
13772,FPC,43,30
13773,FPD,32,87
13774,FPE,62,39
13775,FPF,45,75
13776,FPG,37,92
13777,FPH,32,12
13778,FPI,40,41
13779,FPJ,22,74
13780,FPK,44,32
13781,FPL,57,87
13782,FPM,34,93
13783,FPN,57,89
13784,FPO,42,13
13785,FPP,58,71
13786,FPQ,27,36
